PartitionMovement,InstancePartitionCount,ResourcePartitionCount,ResourceTopStateCount,MaxCapacityKeyUsage,evenness,movements
0.0,6.0,99.0,45.0,17.0,1.2991409,0.94074076
10.0,80.0,9.0,16.0,69.0,0.76268595,0.37777779
79.0,38.0,1.0,9.0,8.0,1.3814809,0.0
81.0,5.0,17.0,64.0,55.0,1.9077258,0.0
25.0,76.0,58.0,48.0,90.0,1.6263065,0.22962964
57.0,0.0,43.0,29.0,15.0,1.4321617,0.0
14.0,51.0,37.0,48.0,49.0,1.473386,0.31851852
23.0,80.0,26.0,39.0,39.0,0.60540754,0.2888889
28.0,39.0,29.0,93.0,91.0,1.2491543,0.22222222
41.0,95.0,7.0,9.0,40.0,1.1259116,0.22962964
29.0,0.0,31.0,66.0,57.0,1.5330294,0.074074075
47.0,54.0,94.0,92.0,0.0,1.2776562,0.22962964
92.0,74.0,5.0,84.0,21.0,2.255198,0.0
63.0,0.0,9.0,34.0,33.0,1.2654058,0.0
19.0,56.0,68.0,31.0,87.0,1.7822726,0.24444444
57.0,16.0,2.0,42.0,18.0,2.1964304,0.0
60.0,46.0,80.0,21.0,5.0,1.8726251,0.0
16.0,64.0,23.0,21.0,68.0,0.9494145,0.2962963
51.0,82.0,56.0,42.0,8.0,1.4221933,0.22962964
23.0,57.0,95.0,43.0,39.0,1.5110416,0.22962964
76.0,64.0,77.0,49.0,23.0,1.9407772,0.02962963
7.0,68.0,50.0,7.0,97.0,0.8202874,0.37777779
28.0,23.0,21.0,58.0,3.0,1.1204666,0.22222222
78.0,11.0,76.0,49.0,47.0,1.8026884,0.0
56.0,52.0,38.0,82.0,47.0,1.1984164,0.11111111
50.0,60.0,54.0,39.0,35.0,1.6455346,0.1037037
39.0,43.0,72.0,66.0,44.0,1.3282554,0.22962964
64.0,2.0,12.0,69.0,16.0,2.0845716,0.0
60.0,77.0,6.0,98.0,26.0,1.0051196,0.22222222
16.0,80.0,47.0,1.0,51.0,0.99233544,0.34814814
64.0,46.0,5.0,14.0,94.0,2.3897882,0.0
54.0,84.0,50.0,73.0,88.0,0.92024505,0.22962964
97.0,28.0,24.0,68.0,48.0,1.7544436,0.0
17.0,6.0,80.0,92.0,30.0,1.5386063,0.23703703
23.0,48.0,84.0,38.0,47.0,1.2954788,0.22962964
15.0,47.0,44.0,7.0,62.0,1.3823603,0.22962964
12.0,57.0,13.0,75.0,75.0,1.0863252,0.37777779
14.0,36.0,15.0,25.0,20.0,1.0286162,0.22962964
19.0,16.0,14.0,55.0,27.0,0.9161542,0.22222222
6.0,10.0,45.0,60.0,69.0,0.75450003,0.23703703
48.0,63.0,54.0,66.0,53.0,1.0325794,0.22222222
18.0,86.0,65.0,29.0,69.0,0.8423825,0.37037036
91.0,7.0,58.0,30.0,12.0,2.1303077,0.0
85.0,14.0,60.0,88.0,17.0,2.2076569,0.0
23.0,44.0,2.0,11.0,38.0,0.9898445,0.22962964
22.0,99.0,81.0,92.0,91.0,0.80342895,0.37037036
77.0,9.0,67.0,9.0,65.0,3.5363615,0.0
77.0,33.0,53.0,16.0,23.0,2.1741,0.0
67.0,17.0,80.0,9.0,65.0,2.3173215,0.0
26.0,68.0,69.0,13.0,65.0,1.2581236,0.22962964
83.0,20.0,89.0,76.0,76.0,2.408519,0.0
78.0,72.0,74.0,91.0,52.0,1.6165131,0.1037037
36.0,65.0,86.0,91.0,38.0,1.4023587,0.22962964
33.0,61.0,41.0,64.0,70.0,1.2046814,0.22962964
81.0,5.0,42.0,25.0,16.0,2.4489403,0.0
34.0,58.0,58.0,30.0,81.0,1.2991427,0.22962964
54.0,25.0,98.0,73.0,66.0,1.9509063,0.074074075
90.0,59.0,36.0,15.0,60.0,2.3578732,0.0
44.0,6.0,78.0,97.0,48.0,1.7046744,0.1037037
17.0,53.0,52.0,2.0,76.0,0.91819054,0.22962964
7.0,47.0,56.0,0.0,95.0,1.2167447,0.34814814
49.0,97.0,93.0,52.0,71.0,1.088722,0.22962964
75.0,16.0,50.0,15.0,6.0,1.9858661,0.0
96.0,38.0,0.0,42.0,94.0,1.9770647,0.0
58.0,5.0,36.0,42.0,66.0,2.5978036,0.0
82.0,11.0,64.0,38.0,75.0,2.232694,0.0
36.0,87.0,54.0,59.0,32.0,1.4552821,0.22962964
89.0,65.0,30.0,35.0,92.0,2.4174113,0.0
1.0,89.0,20.0,44.0,23.0,0.48303407,0.37777779
91.0,28.0,36.0,37.0,3.0,2.7929077,0.0
80.0,1.0,10.0,76.0,71.0,2.44356,0.0
55.0,20.0,19.0,92.0,4.0,2.2663708,0.02962963
55.0,58.0,84.0,89.0,81.0,1.02832,0.22222222
94.0,4.0,94.0,19.0,89.0,2.279107,0.0
92.0,81.0,35.0,53.0,32.0,1.8762715,0.0
44.0,1.0,68.0,8.0,62.0,2.216314,0.0
11.0,70.0,76.0,76.0,91.0,0.73552895,0.37037036
2.0,70.0,35.0,48.0,65.0,0.9100343,0.37777779
30.0,35.0,82.0,45.0,31.0,0.9013835,0.22962964
28.0,52.0,48.0,75.0,89.0,1.2281442,0.22962964
53.0,99.0,12.0,27.0,52.0,1.2336969,0.22962964
79.0,61.0,73.0,78.0,32.0,1.9073611,0.02962963
65.0,92.0,79.0,67.0,32.0,1.7360998,0.22962964
55.0,99.0,64.0,23.0,89.0,1.0103544,0.22962964
9.0,75.0,96.0,35.0,24.0,0.77924144,0.37037036
21.0,26.0,57.0,80.0,10.0,1.0000635,0.22962964
5.0,21.0,26.0,61.0,65.0,0.66846144,0.37037036
2.0,41.0,96.0,28.0,51.0,0.47823203,0.34814814
93.0,86.0,20.0,27.0,58.0,1.7157768,0.0
67.0,36.0,82.0,79.0,94.0,2.1598847,0.02962963
20.0,79.0,68.0,84.0,92.0,1.0440054,0.33333334
2.0,21.0,71.0,45.0,45.0,0.5826239,0.37037036
20.0,80.0,76.0,77.0,99.0,0.78956246,0.31851852
94.0,21.0,97.0,77.0,44.0,2.837638,0.0
57.0,63.0,25.0,11.0,33.0,2.9130347,0.0
71.0,5.0,98.0,65.0,12.0,2.0606961,0.0
48.0,55.0,83.0,13.0,35.0,2.0834165,0.08148148
46.0,64.0,97.0,52.0,97.0,1.2156893,0.22962964
59.0,56.0,64.0,3.0,74.0,1.782631,0.0
56.0,16.0,33.0,55.0,15.0,2.6106555,0.0
77.0,45.0,57.0,8.0,70.0,1.9897413,0.0
54.0,26.0,62.0,40.0,54.0,2.1122382,0.0
88.0,49.0,41.0,19.0,32.0,2.646296,0.0
82.0,72.0,18.0,75.0,92.0,2.12189,0.022222223
15.0,92.0,10.0,1.0,69.0,0.606075,0.37777779
95.0,18.0,94.0,10.0,37.0,2.1406057,0.0
12.0,73.0,97.0,89.0,41.0,0.6778515,0.37037036
61.0,97.0,46.0,90.0,15.0,1.2837253,0.22962964
9.0,24.0,47.0,51.0,96.0,0.8164007,0.24444444
98.0,32.0,46.0,22.0,56.0,2.749954,0.0
76.0,14.0,43.0,22.0,24.0,2.9153984,0.0
97.0,82.0,82.0,69.0,13.0,2.122973,0.02962963
19.0,66.0,4.0,71.0,47.0,1.3328547,0.24444444
35.0,16.0,94.0,41.0,92.0,1.9909194,0.074074075
46.0,75.0,18.0,65.0,41.0,1.6519966,0.22222222
45.0,55.0,79.0,25.0,25.0,1.8952129,0.11111111
7.0,39.0,14.0,47.0,18.0,1.0297953,0.37777779
64.0,29.0,22.0,20.0,90.0,3.0365646,0.0
51.0,56.0,44.0,23.0,36.0,2.2898836,0.02962963
15.0,74.0,60.0,73.0,25.0,0.96236694,0.37037036
96.0,36.0,67.0,70.0,4.0,2.1995733,0.0
72.0,90.0,16.0,34.0,99.0,2.4931717,0.074074075
92.0,16.0,87.0,1.0,3.0,2.6942952,0.0
98.0,90.0,45.0,63.0,86.0,1.9765599,0.022222223
18.0,1.0,75.0,10.0,37.0,1.8229805,0.11111111
91.0,36.0,73.0,53.0,73.0,3.0529537,0.0
8.0,18.0,53.0,35.0,71.0,1.0677373,0.23703703
8.0,51.0,46.0,8.0,74.0,1.3584648,0.34074074
40.0,76.0,49.0,43.0,56.0,1.0113086,0.22962964
40.0,27.0,92.0,87.0,86.0,1.3286753,0.22222222
4.0,40.0,63.0,16.0,45.0,0.8587588,0.34074074
86.0,30.0,84.0,78.0,56.0,1.9503027,0.0
65.0,62.0,72.0,49.0,26.0,2.0294986,0.074074075
86.0,54.0,45.0,41.0,78.0,2.0172915,0.0
47.0,53.0,70.0,4.0,57.0,1.5153013,0.02962963
26.0,52.0,74.0,99.0,82.0,1.1998944,0.22962964
72.0,39.0,15.0,95.0,88.0,2.639391,0.0
25.0,67.0,96.0,67.0,52.0,1.4010077,0.22962964
69.0,41.0,12.0,26.0,6.0,1.917682,0.0
89.0,33.0,93.0,70.0,27.0,1.3482047,0.0
9.0,14.0,1.0,2.0,50.0,1.9529508,0.074074075
86.0,24.0,98.0,97.0,24.0,1.8632538,0.0
52.0,30.0,9.0,83.0,13.0,1.8687055,0.044444446
18.0,8.0,46.0,52.0,49.0,1.7533687,0.22222222
36.0,96.0,33.0,72.0,78.0,1.3690928,0.22962964
84.0,92.0,64.0,5.0,10.0,1.8794488,0.0
24.0,40.0,46.0,11.0,46.0,1.284147,0.22962964
69.0,42.0,2.0,6.0,13.0,2.9891977,0.0
78.0,78.0,29.0,70.0,4.0,2.027163,0.074074075
32.0,82.0,15.0,19.0,70.0,1.0136806,0.22962964
29.0,16.0,6.0,33.0,83.0,1.7254249,0.0
64.0,69.0,42.0,78.0,55.0,1.880987,0.11111111
76.0,39.0,5.0,72.0,11.0,2.5646942,0.0
42.0,20.0,68.0,63.0,24.0,1.9959416,0.074074075
22.0,25.0,41.0,4.0,1.0,1.6358317,0.08148148
93.0,76.0,44.0,94.0,75.0,1.9883122,0.022222223
36.0,19.0,7.0,69.0,32.0,2.1360953,0.044444446
1.0,86.0,66.0,93.0,99.0,0.3805961,0.37037036
40.0,54.0,50.0,74.0,67.0,1.3306587,0.22962964
37.0,69.0,43.0,91.0,98.0,1.1018026,0.22962964
76.0,33.0,67.0,45.0,21.0,1.8746729,0.0
22.0,15.0,83.0,77.0,64.0,0.772355,0.24444444
74.0,50.0,80.0,70.0,7.0,2.3445532,0.02962963
1.0,12.0,40.0,90.0,97.0,0.88143575,0.37037036
77.0,93.0,84.0,26.0,58.0,1.8116469,0.074074075
14.0,11.0,42.0,79.0,74.0,1.0368181,0.22962964
15.0,83.0,87.0,87.0,94.0,0.77698904,0.37037036
43.0,83.0,93.0,3.0,39.0,1.1252,0.22962964
8.0,84.0,30.0,25.0,14.0,1.027899,0.37777779
12.0,36.0,42.0,84.0,83.0,1.2919973,0.22962964
33.0,15.0,52.0,3.0,62.0,2.315565,0.0
23.0,22.0,95.0,41.0,21.0,1.1916332,0.22962964
13.0,40.0,14.0,83.0,10.0,1.1679677,0.24444444
46.0,54.0,87.0,55.0,52.0,1.744303,0.11111111
60.0,26.0,62.0,50.0,14.0,2.0268624,0.0
44.0,91.0,76.0,45.0,19.0,1.2640289,0.22962964
90.0,42.0,11.0,8.0,51.0,2.164299,0.0
55.0,16.0,96.0,51.0,11.0,2.071905,0.02962963
58.0,6.0,34.0,78.0,66.0,2.3737354,0.0
87.0,68.0,15.0,92.0,0.0,1.7718503,0.022222223
25.0,87.0,11.0,58.0,48.0,1.2037306,0.22962964
73.0,24.0,14.0,57.0,22.0,3.1859894,0.0
77.0,52.0,14.0,70.0,60.0,2.4419382,0.0
6.0,15.0,1.0,80.0,99.0,1.5982854,0.24444444
88.0,24.0,65.0,65.0,52.0,1.7814425,0.0
45.0,37.0,16.0,3.0,0.0,2.3816466,0.0
15.0,91.0,74.0,3.0,91.0,1.0679696,0.34814814
83.0,12.0,88.0,92.0,40.0,2.001764,0.0
43.0,60.0,16.0,75.0,78.0,1.0971326,0.22222222
40.0,32.0,61.0,98.0,2.0,1.1776005,0.22222222
27.0,38.0,68.0,99.0,43.0,1.5287985,0.22962964
41.0,37.0,86.0,70.0,52.0,1.353982,0.1037037
54.0,7.0,69.0,37.0,71.0,2.4977872,0.0
55.0,43.0,55.0,65.0,33.0,1.6388037,0.1037037
63.0,18.0,96.0,20.0,19.0,2.048212,0.0
31.0,83.0,57.0,49.0,91.0,1.3256525,0.22962964
39.0,17.0,22.0,26.0,29.0,2.2354934,0.0
43.0,56.0,71.0,27.0,17.0,2.4241166,0.11111111
88.0,97.0,94.0,43.0,78.0,2.0563154,0.02962963
37.0,24.0,16.0,78.0,49.0,1.2794962,0.11111111
27.0,98.0,79.0,9.0,6.0,1.1581011,0.2888889
6.0,83.0,91.0,89.0,48.0,0.9856295,0.37777779
57.0,64.0,0.0,59.0,0.0,1.657147,0.11111111
61.0,80.0,38.0,65.0,6.0,0.932418,0.22222222
47.0,8.0,14.0,33.0,85.0,2.705675,0.0
21.0,22.0,69.0,47.0,30.0,1.2089386,0.24444444
46.0,98.0,92.0,24.0,85.0,1.2349056,0.22962964
8.0,2.0,59.0,92.0,45.0,1.210775,0.23703703
40.0,95.0,13.0,90.0,76.0,0.9267823,0.22962964
88.0,98.0,90.0,5.0,81.0,1.727047,0.02962963
34.0,82.0,99.0,97.0,22.0,1.5195503,0.22962964
45.0,3.0,59.0,36.0,75.0,2.7656646,0.0
68.0,66.0,99.0,10.0,70.0,1.9836596,0.02962963
41.0,26.0,1.0,6.0,23.0,1.6978744,0.0
92.0,70.0,87.0,44.0,90.0,2.4510596,0.0
87.0,39.0,11.0,65.0,53.0,1.6414751,0.0
44.0,0.0,62.0,29.0,24.0,3.622457,0.0
88.0,55.0,78.0,98.0,39.0,1.9826866,0.02962963
20.0,81.0,95.0,94.0,84.0,1.2649797,0.31851852
12.0,45.0,66.0,5.0,2.0,0.9760333,0.2962963
5.0,51.0,50.0,85.0,38.0,1.3964992,0.37037036
91.0,20.0,27.0,7.0,22.0,2.3513699,0.0
22.0,39.0,6.0,98.0,23.0,1.1104634,0.23703703
58.0,11.0,56.0,6.0,46.0,2.1678762,0.0
73.0,41.0,33.0,92.0,43.0,3.1185944,0.02962963
90.0,61.0,27.0,77.0,32.0,1.7121869,0.0
41.0,23.0,1.0,54.0,67.0,1.853825,0.0
21.0,41.0,3.0,48.0,38.0,1.2748718,0.22962964
45.0,13.0,70.0,90.0,49.0,1.9869955,0.1037037
48.0,25.0,4.0,50.0,40.0,2.0546892,0.0
2.0,45.0,50.0,28.0,49.0,1.1004459,0.37777779
78.0,4.0,91.0,55.0,85.0,2.4099166,0.0
26.0,88.0,52.0,15.0,97.0,0.9958563,0.2888889
2.0,29.0,99.0,90.0,1.0,0.7261672,0.37037036
86.0,5.0,86.0,92.0,14.0,2.2998583,0.0
31.0,99.0,34.0,71.0,73.0,1.0832438,0.23703703
30.0,69.0,11.0,60.0,62.0,0.8371284,0.22962964
14.0,15.0,72.0,12.0,51.0,1.6467628,0.11111111
21.0,20.0,85.0,42.0,43.0,1.3321373,0.22962964
83.0,14.0,75.0,95.0,27.0,1.9697572,0.0
68.0,62.0,27.0,23.0,3.0,2.6169133,0.0
40.0,9.0,27.0,65.0,58.0,1.7644513,0.02962963
2.0,77.0,17.0,57.0,0.0,0.71580356,0.37777779
81.0,82.0,17.0,13.0,9.0,2.6027315,0.0
56.0,64.0,27.0,11.0,67.0,2.9425876,0.0
27.0,90.0,33.0,55.0,36.0,0.7266988,0.23703703
76.0,57.0,10.0,54.0,73.0,2.5648582,0.0
95.0,92.0,94.0,91.0,26.0,2.8088949,0.096296296
85.0,79.0,41.0,14.0,18.0,2.2677286,0.0
19.0,83.0,94.0,46.0,36.0,0.78471786,0.34074074
10.0,37.0,57.0,11.0,64.0,1.3111205,0.2962963
63.0,96.0,18.0,40.0,35.0,1.4464124,0.22222222
47.0,8.0,25.0,58.0,30.0,2.1204438,0.0
68.0,62.0,7.0,93.0,11.0,2.1317604,0.074074075
58.0,97.0,51.0,71.0,12.0,1.3126274,0.22962964
11.0,89.0,60.0,59.0,81.0,0.7429958,0.37037036
71.0,89.0,39.0,51.0,80.0,2.6316836,0.11111111
48.0,27.0,41.0,27.0,51.0,1.5593884,0.0
32.0,14.0,5.0,90.0,59.0,1.2927673,0.22222222
77.0,37.0,47.0,24.0,68.0,2.5503836,0.0
4.0,57.0,60.0,56.0,22.0,0.909239,0.37037036
48.0,89.0,98.0,38.0,31.0,1.412022,0.22962964
85.0,42.0,11.0,60.0,28.0,2.19892,0.0
23.0,18.0,12.0,68.0,26.0,1.2247248,0.22222222
83.0,59.0,82.0,92.0,28.0,2.6036382,0.02962963
55.0,89.0,99.0,50.0,79.0,1.0472779,0.22962964
26.0,3.0,24.0,49.0,11.0,2.5600185,0.02962963
89.0,40.0,62.0,16.0,47.0,2.311271,0.0
9.0,81.0,42.0,86.0,33.0,0.55422103,0.37777779
14.0,27.0,51.0,51.0,71.0,1.2722833,0.22962964
65.0,94.0,20.0,82.0,62.0,1.6012821,0.22222222
71.0,35.0,94.0,19.0,82.0,2.2859128,0.0
23.0,74.0,66.0,39.0,82.0,1.1367909,0.22962964
38.0,55.0,49.0,17.0,83.0,1.7348187,0.11111111
82.0,43.0,84.0,66.0,24.0,1.2384895,0.0
66.0,10.0,3.0,23.0,97.0,1.5824385,0.0
81.0,39.0,35.0,25.0,92.0,1.6617527,0.0
67.0,91.0,67.0,92.0,70.0,1.4323101,0.22222222
45.0,20.0,98.0,36.0,77.0,2.2133589,0.02962963
1.0,32.0,3.0,71.0,64.0,0.63746846,0.37777779
51.0,32.0,16.0,57.0,38.0,2.1206732,0.0
88.0,89.0,52.0,17.0,23.0,1.9854075,0.0
9.0,35.0,28.0,96.0,77.0,1.579243,0.31851852
23.0,44.0,94.0,52.0,99.0,1.0495205,0.22962964
82.0,20.0,96.0,16.0,44.0,2.3164837,0.0
14.0,56.0,14.0,46.0,86.0,1.1501839,0.31111112
32.0,59.0,55.0,41.0,22.0,0.94272554,0.22962964
47.0,95.0,28.0,50.0,68.0,1.2492521,0.22962964
13.0,22.0,20.0,8.0,95.0,0.86868,0.22962964
18.0,69.0,97.0,19.0,27.0,0.8374028,0.2962963
47.0,22.0,94.0,37.0,80.0,2.3918307,0.02962963
14.0,90.0,50.0,23.0,21.0,0.7444303,0.37777779
51.0,87.0,21.0,89.0,38.0,1.3015975,0.22962964
84.0,15.0,0.0,52.0,36.0,2.6019225,0.0
85.0,19.0,48.0,53.0,35.0,2.130896,0.0
58.0,6.0,46.0,60.0,59.0,2.2321742,0.0
89.0,90.0,38.0,76.0,16.0,1.7437154,0.074074075
23.0,92.0,24.0,80.0,60.0,1.3600368,0.33333334
89.0,13.0,42.0,32.0,66.0,2.3447294,0.0
35.0,1.0,33.0,37.0,34.0,2.2015522,0.0
78.0,11.0,11.0,50.0,45.0,2.9573803,0.0
74.0,22.0,49.0,16.0,94.0,2.3138332,0.0
91.0,49.0,52.0,75.0,83.0,2.5019214,0.0
35.0,98.0,99.0,46.0,9.0,1.5065706,0.22962964
89.0,44.0,92.0,52.0,7.0,2.270296,0.0
13.0,96.0,79.0,69.0,28.0,1.0170648,0.37037036
22.0,54.0,44.0,71.0,80.0,1.3210839,0.22962964
32.0,0.0,81.0,57.0,42.0,1.9111756,0.02962963
77.0,8.0,60.0,94.0,14.0,2.3224912,0.0
52.0,4.0,44.0,67.0,0.0,3.0588033,0.0
36.0,20.0,70.0,57.0,86.0,2.8026476,0.1037037
24.0,55.0,73.0,2.0,28.0,1.0489936,0.22962964
20.0,76.0,48.0,60.0,77.0,1.6499519,0.2962963
31.0,35.0,99.0,17.0,53.0,1.6673037,0.11111111
43.0,43.0,50.0,64.0,93.0,1.6044362,0.1037037
26.0,8.0,17.0,12.0,64.0,2.3696313,0.0
63.0,54.0,29.0,14.0,63.0,2.1694844,0.0
97.0,60.0,78.0,85.0,10.0,2.518453,0.0
67.0,78.0,47.0,35.0,17.0,2.3786783,0.074074075
58.0,1.0,84.0,64.0,55.0,2.4225311,0.0
51.0,75.0,34.0,75.0,84.0,1.580303,0.22222222
94.0,18.0,48.0,13.0,5.0,2.2595577,0.0
22.0,55.0,30.0,59.0,76.0,1.2454315,0.24444444
0.0,31.0,49.0,47.0,47.0,0.7363304,0.95555556
21.0,99.0,68.0,9.0,65.0,0.65038764,0.34074074
29.0,85.0,29.0,2.0,49.0,0.75895363,0.22962964
18.0,1.0,52.0,3.0,59.0,2.049273,0.0
19.0,62.0,46.0,20.0,64.0,0.7005168,0.22962964
87.0,79.0,21.0,23.0,80.0,2.1227098,0.0
81.0,57.0,51.0,68.0,65.0,3.2002628,0.0
80.0,31.0,81.0,66.0,64.0,2.391444,0.0
51.0,44.0,70.0,37.0,70.0,2.0247047,0.074074075
67.0,76.0,5.0,27.0,34.0,2.1913188,0.0
15.0,35.0,59.0,79.0,37.0,1.087555,0.22962964
63.0,58.0,53.0,91.0,48.0,1.4693506,0.11111111
86.0,60.0,49.0,52.0,44.0,2.0289702,0.0
80.0,84.0,21.0,29.0,45.0,2.3453898,0.0
48.0,20.0,0.0,44.0,29.0,3.1128414,0.0
23.0,9.0,58.0,42.0,94.0,1.1238805,0.1037037
32.0,1.0,29.0,55.0,74.0,2.0395737,0.0
28.0,24.0,66.0,23.0,75.0,1.6692374,0.08148148
28.0,5.0,35.0,80.0,65.0,2.0428941,0.11111111
49.0,81.0,19.0,86.0,92.0,1.8334007,0.22222222
75.0,30.0,5.0,31.0,18.0,1.502088,0.0
40.0,53.0,63.0,31.0,35.0,1.4443222,0.11111111
90.0,74.0,76.0,16.0,69.0,3.2348788,0.0
43.0,59.0,32.0,13.0,93.0,2.4967232,0.11111111
82.0,41.0,90.0,34.0,58.0,2.831924,0.0
90.0,16.0,88.0,7.0,68.0,3.0892658,0.0
15.0,8.0,26.0,60.0,56.0,1.0732458,0.22222222
38.0,35.0,18.0,27.0,68.0,1.786467,0.022222223
91.0,35.0,23.0,39.0,73.0,2.4313154,0.0
37.0,75.0,86.0,41.0,1.0,1.4674054,0.22962964
6.0,35.0,39.0,73.0,93.0,0.87969977,0.37777779
78.0,98.0,10.0,50.0,66.0,1.654565,0.074074075
72.0,61.0,47.0,83.0,64.0,2.6566155,0.074074075
84.0,58.0,65.0,58.0,9.0,1.9052515,0.0
99.0,75.0,20.0,67.0,86.0,2.0106778,0.0
28.0,57.0,24.0,10.0,9.0,1.1656675,0.22962964
40.0,94.0,40.0,71.0,35.0,0.9411261,0.22962964
33.0,68.0,12.0,78.0,24.0,1.3239658,0.22962964
0.0,3.0,17.0,34.0,42.0,0.7640618,0.95555556
4.0,71.0,23.0,46.0,60.0,0.93561137,0.37777779
1.0,31.0,88.0,83.0,63.0,1.0739391,0.37037036
78.0,91.0,23.0,58.0,97.0,1.7788424,0.074074075
73.0,93.0,3.0,72.0,1.0,2.5485487,0.074074075
70.0,76.0,63.0,77.0,87.0,1.7791842,0.096296296
95.0,34.0,34.0,8.0,5.0,2.006846,0.0
87.0,7.0,23.0,59.0,20.0,2.0584424,0.0
47.0,18.0,70.0,86.0,20.0,1.368701,0.1037037
68.0,14.0,38.0,70.0,23.0,2.9772615,0.0
34.0,14.0,33.0,73.0,18.0,2.2689533,0.11111111
70.0,21.0,11.0,33.0,23.0,2.6551275,0.0
96.0,11.0,9.0,88.0,77.0,2.4710517,0.0
40.0,0.0,72.0,77.0,58.0,2.091429,0.037037037
98.0,70.0,4.0,19.0,25.0,2.1659849,0.0
44.0,87.0,7.0,57.0,54.0,1.1400293,0.22962964
81.0,53.0,51.0,83.0,69.0,1.8406951,0.02962963
67.0,8.0,80.0,91.0,29.0,2.0279186,0.0
4.0,32.0,65.0,55.0,36.0,0.8526606,0.37037036
26.0,61.0,81.0,34.0,23.0,1.1573822,0.22962964
17.0,96.0,42.0,16.0,71.0,0.9835342,0.37777779
25.0,51.0,50.0,11.0,10.0,0.7834778,0.22962964
27.0,17.0,3.0,24.0,73.0,2.7744367,0.0
43.0,21.0,42.0,70.0,62.0,1.9707706,0.074074075
88.0,96.0,95.0,30.0,90.0,2.8980207,0.02962963
10.0,45.0,70.0,77.0,61.0,0.7274721,0.37037036
78.0,92.0,15.0,95.0,23.0,1.6315886,0.11111111
77.0,65.0,59.0,40.0,46.0,2.8713613,0.0
12.0,82.0,74.0,68.0,4.0,0.42562833,0.37037036
24.0,92.0,94.0,46.0,41.0,0.754112,0.2962963
55.0,31.0,52.0,45.0,93.0,2.5887256,0.0
2.0,81.0,67.0,55.0,61.0,0.85001445,0.37037036
38.0,51.0,5.0,86.0,10.0,0.89252526,0.22222222
26.0,3.0,54.0,86.0,17.0,1.207677,0.22222222
67.0,12.0,53.0,10.0,55.0,2.4151201,0.0
34.0,61.0,72.0,35.0,6.0,1.1502494,0.22962964
5.0,38.0,25.0,81.0,36.0,1.0013418,0.37037036
15.0,61.0,42.0,25.0,71.0,0.85663897,0.2962963
42.0,37.0,48.0,24.0,9.0,1.9406142,0.02962963
35.0,15.0,14.0,78.0,79.0,2.2204547,0.074074075
53.0,37.0,86.0,56.0,99.0,1.9270943,0.074074075
44.0,94.0,52.0,11.0,48.0,1.2442365,0.22962964
65.0,53.0,46.0,39.0,48.0,1.9533778,0.0
59.0,6.0,87.0,91.0,88.0,1.8373938,0.02962963
48.0,28.0,64.0,45.0,17.0,2.1390765,0.02962963
29.0,30.0,54.0,11.0,44.0,2.3137639,0.08148148
45.0,95.0,52.0,20.0,27.0,1.1253899,0.22962964
69.0,20.0,8.0,22.0,12.0,2.9239132,0.0
94.0,25.0,2.0,74.0,20.0,1.8854125,0.0
20.0,59.0,9.0,27.0,67.0,1.2131006,0.22962964
87.0,57.0,62.0,76.0,79.0,2.2263484,0.0
80.0,59.0,58.0,6.0,31.0,2.491065,0.0
29.0,69.0,37.0,86.0,90.0,1.2274381,0.24444444
98.0,52.0,59.0,22.0,66.0,1.9288497,0.0
89.0,87.0,47.0,73.0,14.0,1.1688128,0.074074075
34.0,78.0,51.0,16.0,70.0,1.8182294,0.22962964
63.0,93.0,25.0,81.0,38.0,1.484436,0.22222222
87.0,42.0,59.0,23.0,73.0,2.358134,0.0
26.0,95.0,71.0,69.0,78.0,1.2394466,0.2962963
25.0,82.0,33.0,32.0,35.0,1.2964089,0.22962964
63.0,84.0,49.0,4.0,40.0,2.1437712,0.022222223
57.0,6.0,22.0,92.0,69.0,1.9101611,0.0
57.0,96.0,47.0,22.0,40.0,1.4576617,0.22962964
10.0,81.0,5.0,96.0,9.0,0.94625944,0.37777779
19.0,57.0,27.0,54.0,18.0,1.4471879,0.24444444
18.0,4.0,6.0,50.0,81.0,1.7295672,0.11111111
5.0,33.0,55.0,17.0,8.0,0.7528362,0.34074074
55.0,91.0,23.0,93.0,54.0,1.9981292,0.22222222
70.0,45.0,23.0,94.0,0.0,1.812368,0.044444446
34.0,55.0,22.0,9.0,1.0,1.3069115,0.11851852
8.0,8.0,18.0,19.0,46.0,1.2416426,0.22962964
75.0,88.0,13.0,77.0,44.0,2.2573874,0.074074075
49.0,97.0,75.0,90.0,69.0,0.9291293,0.22962964
32.0,6.0,99.0,48.0,43.0,1.9957585,0.074074075
97.0,4.0,36.0,64.0,95.0,2.571488,0.0
64.0,54.0,3.0,8.0,54.0,2.2596724,0.0
28.0,72.0,32.0,2.0,41.0,1.2745473,0.22962964
54.0,87.0,22.0,27.0,75.0,0.8968264,0.22222222
54.0,69.0,14.0,41.0,45.0,1.8850073,0.074074075
36.0,52.0,67.0,90.0,20.0,0.83618194,0.22962964
70.0,40.0,23.0,17.0,47.0,2.650962,0.0
7.0,43.0,62.0,83.0,86.0,0.65036815,0.37037036
31.0,22.0,31.0,93.0,6.0,1.4891328,0.22222222
94.0,34.0,88.0,37.0,86.0,2.2528124,0.0
8.0,0.0,29.0,80.0,25.0,1.0690066,0.22222222
88.0,72.0,66.0,83.0,76.0,2.6441,0.02962963
