PartitionMovement,InstancePartitionCount,ResourcePartitionCount,ResourceTopStateCount,MaxCapacityKeyUsage,evennessCV,movedToNewInstances,movedBetweenOldInstances,STBetweenOldInstances,maxResourceCount,maxPartitionCount,maxCapacityKeyUsage,maxTopStateUsage
38.0,83.0,54.0,26.0,69.0,0.8015504,31.0,0.0,0.0,0.5986027,0.6080954,0.8015504,0.51724446
5.0,51.0,52.0,15.0,41.0,0.5953162,45.0,5.0,0.0,0.4262506,0.40657547,0.5953162,0.43304655
3.0,24.0,50.0,22.0,80.0,0.7041514,45.0,1.0,0.0,0.44817933,0.44817933,0.7041514,0.51724446
36.0,75.0,19.0,46.0,48.0,0.73625404,31.0,0.0,0.0,0.62345934,0.6153619,0.73625404,0.5362322
84.0,19.0,22.0,58.0,46.0,1.1429793,0.0,0.0,0.0,1.0195383,1.0268064,1.1429793,1.0429142
60.0,60.0,78.0,44.0,89.0,0.9517724,14.0,0.0,0.0,0.8296331,0.83056,0.9517724,0.7922109
11.0,73.0,21.0,53.0,82.0,0.52725375,45.0,6.0,0.0,0.44924074,0.40657547,0.52725375,0.2958271
15.0,27.0,77.0,57.0,54.0,0.7543341,31.0,1.0,0.0,0.6080954,0.6080954,0.7543341,0.51724446
95.0,39.0,41.0,5.0,33.0,1.0704727,0.0,0.0,0.0,1.0144362,1.0268064,1.0704727,1.0805936
46.0,57.0,89.0,46.0,89.0,0.97096705,15.0,0.0,0.0,0.8166335,0.81434584,0.97096705,0.77948374
92.0,69.0,65.0,68.0,1.0,1.0652642,4.0,0.0,0.0,0.95610726,0.9734722,1.0652642,1.0038214
11.0,23.0,59.0,55.0,13.0,0.6746849,31.0,1.0,0.0,0.6080954,0.6080954,0.6746848,0.51724446
7.0,47.0,23.0,94.0,90.0,0.58800614,45.0,6.0,0.0,0.44924074,0.40657547,0.58800614,0.2958271
99.0,91.0,55.0,72.0,41.0,1.1169548,4.0,0.0,0.0,0.95610726,0.9734722,1.1169548,1.0038214
93.0,69.0,34.0,60.0,22.0,1.0840129,0.0,0.0,0.0,1.0243523,1.0268064,1.0840129,1.0429142
49.0,49.0,9.0,3.0,20.0,1.0781757,0.0,0.0,0.0,1.0144362,1.0268064,1.0781757,1.0898099
13.0,6.0,17.0,6.0,35.0,1.1158346,0.0,0.0,0.0,1.0170213,1.0268064,1.1158346,1.0805936
7.0,86.0,71.0,89.0,48.0,0.70243394,45.0,5.0,0.0,0.44924074,0.40657547,0.70243394,0.2958271
9.0,38.0,69.0,91.0,13.0,0.53246266,45.0,5.0,0.0,0.44924074,0.40657547,0.53246266,0.2958271
31.0,58.0,21.0,64.0,40.0,0.7286,31.0,0.0,0.0,0.62345934,0.6153619,0.7286,0.5362322
59.0,97.0,45.0,74.0,25.0,0.8057192,31.0,0.0,0.0,0.59334385,0.6153619,0.8057192,0.55457014
8.0,69.0,59.0,83.0,68.0,0.6538608,45.0,5.0,1.0,0.44924074,0.40657547,0.6538608,0.2958271
93.0,75.0,16.0,23.0,56.0,1.0954763,0.0,0.0,0.0,1.0117869,1.0268064,1.0954763,1.0898099
24.0,76.0,2.0,14.0,26.0,0.72834957,31.0,0.0,0.0,0.62345934,0.6153619,0.72834957,0.5362322
37.0,59.0,20.0,53.0,25.0,0.7374605,30.0,0.0,0.0,0.639369,0.62964344,0.7374605,0.55457014
70.0,53.0,92.0,48.0,96.0,1.0290408,4.0,0.0,0.0,0.95610726,0.9734722,1.0290408,1.0038214
53.0,26.0,24.0,8.0,67.0,1.0939132,0.0,0.0,0.0,1.0117869,1.0268064,1.0939132,1.0805936
66.0,97.0,74.0,78.0,34.0,0.7505041,31.0,0.0,0.0,0.5986027,0.6080954,0.750504,0.51724446
12.0,91.0,69.0,93.0,4.0,0.6040645,45.0,5.0,0.0,0.44924074,0.40657547,0.60406446,0.2958271
33.0,18.0,33.0,68.0,10.0,0.985773,15.0,0.0,0.0,0.8166335,0.81434584,0.98577297,0.76654536
86.0,54.0,34.0,20.0,39.0,1.1240793,0.0,0.0,0.0,1.0117869,1.0268064,1.1240793,1.0805936
10.0,60.0,19.0,99.0,81.0,0.5867183,45.0,6.0,0.0,0.44924074,0.40657547,0.5867183,0.2958271
87.0,21.0,18.0,5.0,9.0,1.1048476,0.0,0.0,0.0,1.0117869,1.0268064,1.1048476,1.0805936
71.0,100.0,86.0,13.0,32.0,0.9433364,15.0,0.0,0.0,0.8166335,0.81434584,0.9433364,0.77948374
93.0,96.0,95.0,19.0,85.0,1.0305401,4.0,0.0,0.0,0.9583602,0.9734722,1.0305401,1.0038214
6.0,67.0,15.0,6.0,76.0,0.6806183,45.0,6.0,1.0,0.4262506,0.40657547,0.6806183,0.43304655
20.0,12.0,25.0,27.0,100.0,0.88933337,14.0,0.0,0.0,0.8296331,0.83056,0.88933337,0.7922109
62.0,68.0,75.0,57.0,9.0,0.9367691,14.0,0.0,0.0,0.8296331,0.83056,0.9367691,0.7922109
58.0,81.0,54.0,27.0,93.0,0.9617367,14.0,0.0,0.0,0.8296331,0.83056,0.9617366,0.7922109
24.0,12.0,94.0,42.0,16.0,0.9362561,15.0,0.0,0.0,0.8117762,0.81434584,0.9362561,0.77948374
30.0,17.0,25.0,3.0,76.0,1.0846986,0.0,0.0,0.0,1.0117869,1.0268064,1.0846986,1.0805936
81.0,45.0,3.0,18.0,67.0,1.1122862,0.0,0.0,0.0,1.0243523,1.0268064,1.1122862,1.0429142
21.0,27.0,47.0,63.0,75.0,0.736882,31.0,2.0,0.0,0.6065579,0.6080954,0.736882,0.51724446
48.0,82.0,79.0,22.0,49.0,0.7614428,31.0,0.0,0.0,0.5986027,0.6080954,0.7614428,0.51724446
100.0,59.0,25.0,34.0,43.0,1.1598086,0.0,0.0,0.0,1.0144362,1.0268064,1.1598086,1.0898099
58.0,57.0,33.0,47.0,92.0,1.0063317,10.0,0.0,0.0,0.8863722,0.88748133,1.0063317,0.88748133
92.0,40.0,59.0,39.0,48.0,1.1361156,0.0,0.0,0.0,1.0117869,1.0268064,1.1361156,1.0805936
99.0,47.0,57.0,52.0,28.0,1.114545,0.0,0.0,0.0,1.0117869,1.0268064,1.114545,1.0805936
99.0,61.0,47.0,10.0,1.0,1.14421,0.0,0.0,0.0,1.0117869,1.0268064,1.14421,1.0805936
12.0,27.0,54.0,50.0,27.0,0.7174943,31.0,1.0,0.0,0.6080954,0.6080954,0.7174943,0.51724446
23.0,56.0,24.0,23.0,30.0,0.7064856,31.0,0.0,0.0,0.5988028,0.62254363,0.7064856,0.5723209
96.0,15.0,97.0,37.0,23.0,1.1043373,0.0,0.0,0.0,1.0117869,1.0268064,1.1043373,1.0805936
55.0,79.0,74.0,68.0,11.0,0.69865364,31.0,0.0,0.0,0.5986027,0.6080954,0.69865364,0.51724446
60.0,12.0,78.0,58.0,2.0,1.1025188,0.0,0.0,0.0,1.0117869,1.0268064,1.1025188,1.0805936
18.0,66.0,58.0,52.0,3.0,0.63393825,35.0,5.0,0.0,0.5464959,0.5464959,0.63393825,0.49753258
19.0,15.0,72.0,49.0,98.0,0.7811796,31.0,0.0,0.0,0.60657376,0.6080954,0.7811796,0.51724446
11.0,66.0,71.0,1.0,2.0,0.58374757,45.0,1.0,0.0,0.44817933,0.44817933,0.58374757,0.51724446
100.0,52.0,9.0,77.0,66.0,1.1712611,0.0,0.0,0.0,1.0243523,1.0268064,1.171261,1.0429142
26.0,23.0,9.0,54.0,46.0,0.70869154,30.0,0.0,0.0,0.639369,0.62964344,0.70869154,0.55457014
17.0,60.0,3.0,20.0,99.0,0.73391354,31.0,0.0,0.0,0.62345934,0.6153619,0.73391354,0.5362322
61.0,85.0,99.0,93.0,94.0,0.7961384,31.0,0.0,0.0,0.5986027,0.6080954,0.7961384,0.51724446
54.0,10.0,39.0,96.0,88.0,1.0359694,4.0,0.0,0.0,0.96265405,0.9734722,1.0359693,0.9631433
16.0,63.0,12.0,81.0,48.0,0.7657845,35.0,10.0,0.0,0.5464959,0.5464959,0.7657845,0.43304655
25.0,98.0,74.0,25.0,40.0,0.6600601,35.0,5.0,0.0,0.5464959,0.5464959,0.6600601,0.49753258
25.0,41.0,57.0,81.0,18.0,0.7531272,31.0,0.0,0.0,0.5986027,0.6080954,0.7531272,0.51724446
79.0,54.0,76.0,5.0,56.0,1.1062853,0.0,0.0,0.0,1.0117869,1.0268064,1.1062853,1.0805936
2.0,21.0,91.0,35.0,43.0,0.6020417,45.0,1.0,0.0,0.44817933,0.44817933,0.6020417,0.51724446
6.0,24.0,75.0,99.0,62.0,0.6798927,35.0,8.0,0.0,0.5464959,0.5464959,0.6798928,0.43304655
70.0,38.0,86.0,41.0,97.0,1.1055303,0.0,0.0,0.0,1.0117869,1.0268064,1.1055303,1.0805936
100.0,52.0,90.0,84.0,59.0,1.1228106,0.0,0.0,0.0,1.0117869,1.0268064,1.1228106,1.0805936
68.0,19.0,91.0,44.0,79.0,1.1440351,0.0,0.0,0.0,1.0117869,1.0268064,1.1440351,1.0805936
55.0,54.0,1.0,2.0,69.0,1.0977364,0.0,0.0,0.0,1.0243523,1.0268064,1.0977364,1.0429142
100.0,28.0,54.0,80.0,27.0,1.1348615,0.0,0.0,0.0,1.0117869,1.0268064,1.1348615,1.0805936
69.0,79.0,46.0,98.0,59.0,0.79064626,30.0,0.0,0.0,0.639369,0.62964344,0.7906462,0.55457014
20.0,63.0,13.0,23.0,21.0,0.7555016,31.0,0.0,0.0,0.62345934,0.6153619,0.7555016,0.5362322
52.0,77.0,66.0,33.0,94.0,0.99698436,15.0,0.0,0.0,0.8166335,0.81434584,0.9969844,0.77948374
80.0,48.0,22.0,77.0,93.0,1.0882175,0.0,0.0,0.0,1.0243523,1.0268064,1.0882175,1.0429142
84.0,52.0,59.0,10.0,43.0,1.1129628,0.0,0.0,0.0,1.0117869,1.0268064,1.1129628,1.0805936
14.0,13.0,36.0,91.0,3.0,0.7573784,31.0,0.0,0.0,0.62216324,0.6080954,0.7573784,0.51724446
16.0,91.0,69.0,2.0,5.0,0.6477021,45.0,1.0,0.0,0.44817933,0.44817933,0.6477021,0.51724446
13.0,14.0,28.0,44.0,22.0,0.7337266,31.0,0.0,0.0,0.5986027,0.6080954,0.7337266,0.51724446
77.0,35.0,52.0,93.0,50.0,1.0465828,4.0,0.0,0.0,0.96265405,0.9734722,1.0465828,0.9631433
88.0,73.0,7.0,83.0,63.0,1.1017098,0.0,0.0,0.0,1.0243523,1.0268064,1.1017098,1.0429142
56.0,74.0,65.0,85.0,67.0,0.74075025,30.0,0.0,0.0,0.61220497,0.62964344,0.74075025,0.5362322
29.0,79.0,44.0,40.0,97.0,0.74007976,31.0,0.0,0.0,0.60298413,0.6153619,0.74007976,0.55457014
85.0,24.0,26.0,72.0,43.0,1.1008158,0.0,0.0,0.0,1.0195383,1.0268064,1.1008158,1.0429142
31.0,34.0,2.0,98.0,85.0,0.7354832,30.0,0.0,0.0,0.639369,0.62964344,0.7354832,0.55457014
73.0,20.0,54.0,41.0,23.0,1.073557,0.0,0.0,0.0,1.0117869,1.0268064,1.073557,1.0805936
30.0,70.0,69.0,31.0,94.0,0.7320505,31.0,0.0,0.0,0.60657376,0.6080954,0.7320505,0.51724446
28.0,87.0,95.0,85.0,66.0,0.799407,31.0,0.0,0.0,0.60657376,0.6080954,0.799407,0.51724446
10.0,64.0,13.0,39.0,21.0,0.6576698,45.0,6.0,0.0,0.44924074,0.40657547,0.6576698,0.2958271
23.0,57.0,51.0,91.0,49.0,0.8061398,31.0,0.0,0.0,0.60657376,0.6080954,0.8061398,0.51724446
44.0,67.0,74.0,17.0,65.0,0.91831535,13.0,0.0,0.0,0.84271014,0.84646374,0.91831535,0.829221
62.0,98.0,31.0,48.0,41.0,0.7315054,30.0,0.0,0.0,0.6097831,0.62254363,0.7315054,0.5362322
51.0,39.0,12.0,2.0,45.0,1.0920616,0.0,0.0,0.0,1.0117869,1.0268064,1.0920616,1.0898099
12.0,65.0,89.0,10.0,58.0,0.6083359,45.0,1.0,1.0,0.44817933,0.44817933,0.6083359,0.51724446
39.0,77.0,53.0,100.0,67.0,0.8178531,31.0,0.0,0.0,0.62216324,0.6080954,0.8178531,0.51724446
57.0,48.0,78.0,77.0,1.0,0.9244116,14.0,0.0,0.0,0.8296331,0.83056,0.9244116,0.7922109
68.0,35.0,50.0,22.0,45.0,1.0833888,0.0,0.0,0.0,1.0117869,1.0268064,1.0833888,1.0805936
42.0,9.0,24.0,87.0,30.0,1.0390725,6.0,0.0,0.0,0.938582,0.94567776,1.0390725,0.92066956
85.0,29.0,9.0,36.0,60.0,1.1546841,0.0,0.0,0.0,1.0243523,1.0268064,1.1546841,1.0429142
38.0,83.0,64.0,51.0,30.0,0.76155233,31.0,0.0,0.0,0.5986027,0.6080954,0.76155233,0.51724446
82.0,12.0,60.0,63.0,97.0,1.1015451,0.0,0.0,0.0,1.0117869,1.0268064,1.1015451,1.0805936
4.0,60.0,8.0,41.0,74.0,0.64228785,45.0,6.0,0.0,0.44924074,0.40657547,0.64228785,0.2958271
20.0,24.0,42.0,55.0,92.0,0.8277653,31.0,0.0,0.0,0.5986027,0.6080954,0.8277653,0.51724446
54.0,5.0,98.0,42.0,27.0,1.1084447,0.0,0.0,0.0,1.0117869,1.0268064,1.1084447,1.0805936
82.0,98.0,29.0,59.0,68.0,0.9507197,10.0,0.0,0.0,0.88748133,0.88748133,0.9507197,0.8761392
22.0,71.0,44.0,51.0,7.0,0.78241664,31.0,0.0,0.0,0.60657376,0.6080954,0.78241664,0.51724446
35.0,61.0,77.0,78.0,60.0,0.68557656,31.0,0.0,0.0,0.5986027,0.6080954,0.68557656,0.51724446
45.0,78.0,90.0,58.0,92.0,0.7219492,31.0,0.0,0.0,0.5986027,0.6080954,0.7219492,0.51724446
26.0,40.0,8.0,50.0,22.0,0.8468033,30.0,0.0,0.0,0.639369,0.62964344,0.8468033,0.55457014
94.0,63.0,98.0,98.0,55.0,1.0814986,4.0,0.0,0.0,0.95610726,0.9734722,1.0814986,1.0038214
21.0,53.0,60.0,40.0,11.0,0.8126196,31.0,0.0,0.0,0.60657376,0.6080954,0.8126196,0.51724446
69.0,41.0,81.0,60.0,42.0,1.0712565,4.0,0.0,0.0,0.95610726,0.9734722,1.0712565,1.0038214
35.0,40.0,49.0,24.0,29.0,0.92077476,14.0,0.0,0.0,0.8296331,0.83056,0.92077476,0.7922109
93.0,73.0,10.0,73.0,14.0,1.1195568,0.0,0.0,0.0,1.0243523,1.0268064,1.1195568,1.0429142
82.0,88.0,21.0,42.0,45.0,1.0799396,3.0,0.0,0.0,0.9808596,0.9870759,1.0799396,0.98369265
25.0,7.0,35.0,55.0,62.0,0.9409834,14.0,0.0,0.0,0.8296331,0.83056,0.9409834,0.7922109
28.0,97.0,94.0,61.0,18.0,0.7395008,35.0,5.0,0.0,0.5464959,0.5464959,0.7395008,0.49753258
10.0,71.0,14.0,69.0,100.0,0.6527893,45.0,6.0,0.0,0.44924074,0.40657547,0.6527893,0.2958271
31.0,86.0,86.0,87.0,27.0,0.7287936,31.0,0.0,0.0,0.60657376,0.6080954,0.7287936,0.51724446
54.0,61.0,100.0,59.0,10.0,0.91920507,15.0,0.0,0.0,0.8166335,0.81434584,0.91920507,0.77948374
53.0,80.0,61.0,1.0,67.0,0.91184086,15.0,0.0,0.0,0.8166335,0.81434584,0.91184086,0.77948374
94.0,59.0,32.0,95.0,25.0,1.1245904,0.0,0.0,0.0,1.0243523,1.0268064,1.1245904,1.0429142
83.0,70.0,10.0,14.0,1.0,1.147611,0.0,0.0,0.0,1.0117869,1.0268064,1.147611,1.0898099
62.0,83.0,3.0,94.0,65.0,0.74133927,30.0,0.0,0.0,0.639369,0.62964344,0.74133927,0.55457014
5.0,44.0,19.0,85.0,73.0,0.58138525,45.0,6.0,0.0,0.44924074,0.40657547,0.58138525,0.2958271
86.0,49.0,21.0,28.0,49.0,1.1256549,0.0,0.0,0.0,1.0117869,1.0268064,1.1256549,1.0898099
41.0,62.0,63.0,60.0,46.0,0.7351214,31.0,0.0,0.0,0.5986027,0.6080954,0.7351214,0.51724446
52.0,8.0,58.0,41.0,5.0,1.1231315,0.0,0.0,0.0,1.0117869,1.0268064,1.1231315,1.0805936
61.0,24.0,66.0,15.0,88.0,1.0951872,0.0,0.0,0.0,1.0117869,1.0268064,1.0951872,1.0805936
21.0,8.0,50.0,62.0,91.0,0.7257427,30.0,0.0,0.0,0.61220497,0.62964344,0.72574264,0.5362322
2.0,91.0,56.0,48.0,88.0,0.62104356,45.0,5.0,1.0,0.44924074,0.40657547,0.62104356,0.2958271
48.0,74.0,90.0,96.0,42.0,0.80358577,31.0,0.0,0.0,0.5986027,0.6080954,0.80358577,0.51724446
81.0,10.0,76.0,20.0,40.0,1.1035146,0.0,0.0,0.0,1.0117869,1.0268064,1.1035146,1.0805936
53.0,4.0,72.0,44.0,48.0,1.1214808,0.0,0.0,0.0,1.0144362,1.0268064,1.1214808,1.0805936
73.0,93.0,8.0,22.0,21.0,1.066949,3.0,0.0,0.0,0.9808596,0.9870759,1.066949,0.98369265
18.0,27.0,79.0,81.0,3.0,0.7108858,31.0,1.0,0.0,0.6080954,0.6080954,0.7108858,0.51724446
30.0,78.0,5.0,95.0,37.0,0.79604274,31.0,0.0,0.0,0.62345934,0.6153619,0.79604274,0.5362322
64.0,35.0,61.0,78.0,3.0,1.0682764,4.0,0.0,0.0,0.95610726,0.9734722,1.0682764,1.0038214
90.0,75.0,70.0,22.0,33.0,1.1600527,0.0,0.0,0.0,1.0117869,1.0268064,1.1600527,1.0805936
7.0,81.0,24.0,84.0,35.0,0.64896035,45.0,6.0,0.0,0.44924074,0.40657547,0.64896035,0.2958271
63.0,32.0,2.0,92.0,75.0,1.0982543,0.0,0.0,0.0,1.0243523,1.0268064,1.0982543,1.0429142
97.0,48.0,17.0,57.0,44.0,1.0941412,0.0,0.0,0.0,1.0243523,1.0268064,1.0941412,1.0429142
98.0,54.0,92.0,16.0,34.0,1.1525915,0.0,0.0,0.0,1.0117869,1.0268064,1.1525915,1.0805936
29.0,52.0,63.0,100.0,64.0,0.7408737,31.0,0.0,0.0,0.5986027,0.6080954,0.7408737,0.51724446
90.0,90.0,82.0,72.0,91.0,0.97759384,10.0,0.0,0.0,0.88516134,0.88748133,0.97759384,0.8761392
90.0,88.0,97.0,48.0,22.0,1.0404705,4.0,0.0,0.0,0.95610726,0.9734722,1.0404705,1.0038214
58.0,9.0,78.0,90.0,51.0,1.0796484,4.0,0.0,0.0,0.95610726,0.9734722,1.0796484,1.0038214
6.0,51.0,74.0,12.0,96.0,0.6882002,45.0,1.0,0.0,0.44817933,0.44817933,0.6882002,0.51724446
40.0,69.0,9.0,17.0,59.0,0.7640147,30.0,0.0,0.0,0.639369,0.62964344,0.7640147,0.55457014
52.0,93.0,10.0,68.0,6.0,0.6996659,31.0,0.0,0.0,0.62345934,0.6153619,0.6996659,0.5362322
11.0,76.0,83.0,67.0,29.0,0.65065724,45.0,5.0,0.0,0.44924074,0.40657547,0.65065724,0.2958271
64.0,25.0,43.0,99.0,11.0,1.1068105,4.0,0.0,0.0,0.96265405,0.9734722,1.1068105,0.9631433
90.0,77.0,21.0,26.0,75.0,1.0872782,0.0,0.0,0.0,1.0144362,1.0268064,1.0872782,1.0898099
34.0,75.0,1.0,32.0,59.0,0.7816964,31.0,0.0,0.0,0.62345934,0.6153619,0.7816964,0.5362322
43.0,28.0,74.0,54.0,56.0,1.0100933,10.0,0.0,0.0,0.8760166,0.89247596,1.0100933,0.88748133
40.0,37.0,85.0,94.0,9.0,0.67963964,31.0,0.0,0.0,0.5986027,0.6080954,0.67963964,0.51724446
68.0,23.0,26.0,10.0,35.0,1.144914,0.0,0.0,0.0,1.0117869,1.0268064,1.144914,1.0805936
70.0,51.0,4.0,76.0,58.0,1.0960722,0.0,0.0,0.0,1.0243523,1.0268064,1.0960722,1.0429142
63.0,35.0,97.0,85.0,41.0,0.99422723,10.0,0.0,0.0,0.8760166,0.89247596,0.99422723,0.88748133
46.0,57.0,69.0,28.0,63.0,0.8975304,15.0,0.0,0.0,0.8166335,0.81434584,0.8975304,0.77948374
39.0,42.0,22.0,9.0,62.0,1.1717837,0.0,0.0,0.0,1.0117869,1.0268064,1.1717837,1.0898099
7.0,37.0,70.0,35.0,100.0,0.60420865,45.0,1.0,0.0,0.44817933,0.44817933,0.60420865,0.51724446
64.0,55.0,24.0,48.0,26.0,1.0362324,3.0,0.0,0.0,0.9808596,0.9870759,1.0362324,0.98369265
2.0,69.0,35.0,51.0,15.0,0.60742205,45.0,6.0,0.0,0.44924074,0.40657547,0.60742205,0.2958271
54.0,23.0,64.0,84.0,96.0,1.0387447,4.0,0.0,0.0,0.95610726,0.9734722,1.0387447,1.0038214
65.0,94.0,32.0,61.0,6.0,0.7433806,30.0,0.0,0.0,0.639369,0.62964344,0.7433806,0.55457014
25.0,5.0,79.0,54.0,82.0,0.9904926,14.0,0.0,0.0,0.8296331,0.83056,0.9904925,0.7922109
84.0,30.0,4.0,63.0,48.0,1.1909662,0.0,0.0,0.0,1.0243523,1.0268064,1.1909662,1.0429142
75.0,56.0,42.0,11.0,57.0,1.1388596,0.0,0.0,0.0,1.0117869,1.0268064,1.1388596,1.0805936
7.0,77.0,15.0,31.0,46.0,0.6047112,45.0,6.0,0.0,0.44924074,0.40657547,0.6047112,0.2958271
19.0,32.0,1.0,68.0,7.0,0.77868927,30.0,0.0,0.0,0.639369,0.62964344,0.77868927,0.55457014
26.0,98.0,18.0,14.0,29.0,0.6318961,35.0,4.0,0.0,0.54091966,0.5464959,0.6318961,0.5362322
55.0,94.0,37.0,11.0,3.0,0.93635565,15.0,0.0,0.0,0.81852186,0.81978625,0.93635565,0.80473673
15.0,30.0,16.0,35.0,22.0,0.7599864,31.0,0.0,0.0,0.62345934,0.6153619,0.7599864,0.5362322
53.0,88.0,8.0,46.0,29.0,0.79709804,30.0,0.0,0.0,0.639369,0.62964344,0.79709804,0.55457014
75.0,94.0,10.0,58.0,26.0,0.97499937,10.0,0.0,0.0,0.88748133,0.88748133,0.97499937,0.8761392
66.0,9.0,99.0,84.0,82.0,1.0869305,4.0,0.0,0.0,0.95610726,0.9734722,1.0869305,1.0038214
43.0,15.0,25.0,78.0,72.0,1.0109997,6.0,0.0,0.0,0.938582,0.94567776,1.0109997,0.92066956
57.0,52.0,7.0,17.0,86.0,1.113918,0.0,0.0,0.0,1.0243523,1.0268064,1.113918,1.0429142
19.0,71.0,58.0,20.0,74.0,0.64857554,35.0,5.0,0.0,0.5464959,0.5464959,0.6485756,0.49753258
30.0,79.0,37.0,67.0,97.0,0.7271133,31.0,0.0,0.0,0.62579066,0.6080954,0.7271133,0.51724446
17.0,85.0,55.0,27.0,41.0,0.64499676,45.0,5.0,0.0,0.4262506,0.40657547,0.64499676,0.43304655
19.0,35.0,63.0,23.0,59.0,0.72445893,31.0,0.0,0.0,0.60657376,0.6080954,0.72445893,0.51724446
94.0,91.0,17.0,57.0,70.0,1.1143876,0.0,0.0,0.0,1.0243523,1.0268064,1.1143876,1.0429142
28.0,76.0,43.0,88.0,81.0,0.7972112,31.0,2.0,0.0,0.60657376,0.6080954,0.7972112,0.51724446
64.0,20.0,63.0,23.0,75.0,1.1529434,0.0,0.0,0.0,1.0117869,1.0268064,1.1529434,1.0805936
17.0,48.0,45.0,70.0,3.0,0.7519704,31.0,0.0,0.0,0.60657376,0.6080954,0.7519704,0.51724446
28.0,64.0,12.0,71.0,61.0,0.6923301,31.0,0.0,0.0,0.62345934,0.6153619,0.6923301,0.5362322
9.0,45.0,3.0,79.0,56.0,0.5980829,45.0,6.0,0.0,0.44924074,0.40657547,0.5980829,0.2958271
90.0,13.0,50.0,11.0,1.0,1.1186975,0.0,0.0,0.0,1.0117869,1.0268064,1.1186975,1.0805936
91.0,77.0,53.0,28.0,32.0,1.1256872,0.0,0.0,0.0,1.0117869,1.0268064,1.1256872,1.0805936
42.0,84.0,99.0,39.0,57.0,0.75920564,31.0,0.0,0.0,0.60657376,0.6080954,0.75920564,0.51724446
15.0,77.0,73.0,71.0,56.0,0.5413692,45.0,5.0,0.0,0.44924074,0.40657547,0.5413692,0.2958271
56.0,59.0,58.0,26.0,65.0,1.0553478,4.0,0.0,0.0,0.95610726,0.9734722,1.0553478,1.0038214
4.0,22.0,67.0,20.0,22.0,0.67186,45.0,1.0,0.0,0.44817933,0.44817933,0.67186,0.51724446
59.0,49.0,35.0,36.0,57.0,1.1074234,0.0,0.0,0.0,1.0117869,1.0268064,1.1074234,1.0805936
76.0,28.0,44.0,63.0,96.0,1.1005734,0.0,0.0,0.0,1.0117869,1.0268064,1.1005734,1.0805936
44.0,60.0,33.0,91.0,55.0,0.7794017,30.0,0.0,0.0,0.639369,0.62964344,0.7794017,0.55457014
77.0,14.0,84.0,40.0,61.0,1.1341933,0.0,0.0,0.0,1.0170213,1.0268064,1.1341933,1.0805936
53.0,23.0,2.0,75.0,5.0,1.1264641,0.0,0.0,0.0,1.0243523,1.0268064,1.1264641,1.0429142
3.0,64.0,87.0,92.0,18.0,0.6014145,45.0,5.0,0.0,0.44924074,0.40657547,0.6014145,0.2958271
82.0,83.0,71.0,17.0,7.0,1.1211195,0.0,0.0,0.0,1.0117869,1.0268064,1.1211195,1.0805936
77.0,57.0,66.0,65.0,91.0,1.0662596,4.0,0.0,0.0,0.95610726,0.9734722,1.0662596,1.0038214
6.0,84.0,4.0,54.0,40.0,0.6313479,45.0,6.0,0.0,0.44924074,0.40657547,0.6313479,0.2958271
48.0,14.0,44.0,90.0,87.0,1.018199,6.0,0.0,0.0,0.938582,0.94567776,1.018199,0.92066956
84.0,67.0,28.0,57.0,57.0,1.1058596,0.0,0.0,0.0,1.0243523,1.0268064,1.1058596,1.0429142
26.0,72.0,37.0,48.0,30.0,0.7322586,31.0,0.0,0.0,0.59334385,0.6153619,0.7322586,0.55457014
97.0,3.0,52.0,91.0,44.0,1.1224961,0.0,0.0,0.0,1.0195383,1.0268064,1.1224961,1.0429142
15.0,6.0,13.0,96.0,58.0,0.7607902,30.0,0.0,0.0,0.63561344,0.62964344,0.7607902,0.5362322
95.0,53.0,72.0,47.0,39.0,1.1497082,0.0,0.0,0.0,1.0117869,1.0268064,1.1497082,1.0805936
84.0,30.0,12.0,22.0,4.0,1.1348208,0.0,0.0,0.0,1.0243523,1.0268064,1.1348208,1.0429142
12.0,9.0,65.0,98.0,89.0,0.75819474,31.0,1.0,0.0,0.6080954,0.6080954,0.75819474,0.51724446
25.0,81.0,95.0,16.0,38.0,0.7190167,31.0,0.0,0.0,0.60657376,0.6080954,0.7190167,0.51724446
49.0,33.0,72.0,57.0,86.0,0.96948534,10.0,0.0,0.0,0.8760166,0.89247596,0.96948534,0.88748133
25.0,38.0,18.0,3.0,95.0,0.95262957,15.0,0.0,0.0,0.81852186,0.81434584,0.95262957,0.77948374
9.0,24.0,75.0,41.0,53.0,0.78886944,31.0,1.0,0.0,0.6080954,0.6080954,0.78886944,0.51724446
25.0,80.0,61.0,11.0,24.0,0.75928056,31.0,0.0,0.0,0.60657376,0.6080954,0.75928056,0.51724446
10.0,10.0,95.0,60.0,24.0,0.78758687,31.0,1.0,0.0,0.6080954,0.6080954,0.78758687,0.51724446
49.0,91.0,49.0,69.0,6.0,0.6936594,31.0,0.0,0.0,0.59334385,0.6153619,0.6936594,0.55457014
88.0,57.0,94.0,47.0,82.0,1.1162999,0.0,0.0,0.0,1.0117869,1.0268064,1.1162999,1.0805936
23.0,96.0,53.0,73.0,72.0,0.74301326,35.0,7.0,0.0,0.5464959,0.5464959,0.74301326,0.49753258
76.0,31.0,86.0,77.0,52.0,1.1394197,0.0,0.0,0.0,1.0117869,1.0268064,1.1394197,1.0805936
