PartitionMovement,InstancePartitionCount,ResourcePartitionCount,ResourceTopStateCount,MaxCapacityKeyUsage,evenness,movements
8.0,74.0,16.0,91.0,22.0,0.5799858373777851,0.3629629611968994
25.0,99.0,3.0,23.0,75.0,0.5293146330227912,0.29629629850387573
48.0,13.0,26.0,83.0,69.0,1.009867612660363,0.07407407462596893
51.0,24.0,77.0,59.0,17.0,0.9184356890806994,0.10370370000600815
15.0,57.0,11.0,25.0,52.0,0.48509282664795234,0.29629629850387573
30.0,18.0,16.0,94.0,90.0,0.6994037013179198,0.2222222238779068
98.0,4.0,11.0,98.0,57.0,1.1021570613529073,0.0
54.0,76.0,43.0,21.0,48.0,0.6940383178514653,0.2222222238779068
1.0,24.0,85.0,33.0,9.0,0.5659073364979319,0.32592591643333435
51.0,31.0,95.0,82.0,34.0,0.791909400987576,0.21481481194496155
53.0,74.0,26.0,14.0,20.0,0.7656854456340224,0.17777778208255768
86.0,93.0,98.0,12.0,50.0,0.957447729634397,0.10370370000600815
13.0,61.0,8.0,53.0,40.0,0.631065686484443,0.3629629611968994
40.0,58.0,82.0,78.0,26.0,0.6206993257607639,0.2888889014720917
33.0,31.0,21.0,20.0,57.0,0.9533761695262014,0.07407407462596893
58.0,98.0,52.0,17.0,9.0,0.728573098927522,0.2222222238779068
14.0,65.0,88.0,44.0,94.0,0.474895483846649,0.3333333432674408
69.0,1.0,64.0,56.0,98.0,1.1154153987186968,0.0
41.0,20.0,79.0,50.0,48.0,0.7344938510605677,0.18518517911434174
52.0,55.0,41.0,35.0,31.0,0.8740452172517356,0.14074073731899261
4.0,55.0,97.0,5.0,65.0,0.6077051296605345,0.3333333432674408
43.0,49.0,21.0,62.0,10.0,0.6656597780625539,0.2222222238779068
41.0,37.0,53.0,61.0,34.0,0.7208805294793144,0.2222222238779068
84.0,79.0,94.0,74.0,29.0,0.65652347200702,0.21481481194496155
55.0,14.0,29.0,13.0,39.0,1.122713170609767,0.0
17.0,39.0,79.0,11.0,32.0,0.6316083321122914,0.3185185194015503
3.0,2.0,39.0,32.0,21.0,0.6688732520644203,0.3333333432674408
90.0,55.0,2.0,19.0,28.0,1.0860316482827728,0.0
58.0,36.0,69.0,58.0,81.0,0.9100936633005476,0.10370370000600815
77.0,21.0,18.0,18.0,25.0,1.1006199405968493,0.0
51.0,83.0,34.0,22.0,77.0,0.7647106386812916,0.2222222238779068
10.0,14.0,68.0,49.0,27.0,0.5839580892652974,0.3333333432674408
37.0,7.0,96.0,68.0,72.0,0.7645521479411947,0.18518517911434174
3.0,45.0,11.0,97.0,75.0,0.5552225063919282,0.3481481373310089
8.0,57.0,60.0,73.0,78.0,0.47267726814543626,0.3333333432674408
43.0,94.0,51.0,38.0,1.0,0.576411469912058,0.29629629850387573
27.0,80.0,51.0,50.0,81.0,0.5057115841806031,0.29629629850387573
19.0,24.0,80.0,12.0,41.0,0.5919287945408627,0.2888889014720917
26.0,5.0,99.0,27.0,13.0,0.6361754090355629,0.2222222238779068
33.0,33.0,59.0,84.0,41.0,0.656496221892171,0.25925925374031067
32.0,50.0,9.0,60.0,40.0,0.6720188269011377,0.2518518567085266
9.0,86.0,30.0,91.0,24.0,0.5086617984501962,0.3629629611968994
27.0,98.0,85.0,90.0,94.0,0.503350975246427,0.29629629850387573
96.0,8.0,30.0,79.0,8.0,1.0623318703023716,0.0
6.0,46.0,26.0,95.0,41.0,0.5132583683622752,0.3777777850627899
85.0,3.0,47.0,74.0,54.0,1.0694910423143147,0.0
91.0,74.0,24.0,64.0,52.0,1.0430659418084642,0.03703703731298447
63.0,20.0,43.0,37.0,4.0,1.0962121839021304,0.0
96.0,77.0,21.0,25.0,86.0,1.0904946259240376,0.0
38.0,90.0,6.0,90.0,47.0,0.6375572329436174,0.29629629850387573
3.0,52.0,86.0,30.0,90.0,0.6160337151403504,0.32592591643333435
23.0,35.0,97.0,27.0,64.0,0.7099684290288096,0.29629629850387573
72.0,87.0,34.0,6.0,98.0,0.9753207194560504,0.07407407462596893
30.0,7.0,25.0,28.0,76.0,1.0767236023080324,0.0
11.0,63.0,37.0,36.0,38.0,0.5113408298742107,0.3629629611968994
36.0,10.0,75.0,1.0,87.0,1.0720860270246855,0.0
94.0,29.0,7.0,50.0,95.0,1.0623746201662805,0.0
76.0,20.0,98.0,25.0,20.0,1.0548830388040424,0.0
19.0,70.0,21.0,46.0,75.0,0.6537080784595891,0.29629629850387573
7.0,89.0,62.0,39.0,87.0,0.5516003362535019,0.3185185194015503
36.0,17.0,93.0,46.0,6.0,0.8041862869097618,0.18518517911434174
83.0,90.0,4.0,7.0,36.0,1.0895017104917823,0.0
7.0,76.0,86.0,25.0,11.0,0.583645393816219,0.35555556416511536
33.0,97.0,45.0,70.0,26.0,0.545289306270827,0.29629629850387573
44.0,4.0,68.0,15.0,56.0,1.0832032276906545,0.0
91.0,26.0,18.0,79.0,71.0,1.1140117977071313,0.0
50.0,42.0,80.0,87.0,63.0,0.6918668767334493,0.2370370328426361
23.0,17.0,47.0,81.0,37.0,0.5870486398156906,0.25925925374031067
66.0,35.0,41.0,16.0,69.0,1.074669784925829,0.0
93.0,92.0,52.0,76.0,64.0,0.7685087015497751,0.14074073731899261
68.0,99.0,1.0,0.0,37.0,0.9608258037738029,0.07407407462596893
25.0,74.0,49.0,82.0,56.0,0.5737019550564763,0.29629629850387573
10.0,1.0,74.0,31.0,95.0,0.6553087795452168,0.25925925374031067
26.0,86.0,29.0,7.0,88.0,0.608353373591775,0.29629629850387573
48.0,10.0,95.0,54.0,34.0,0.9655398500956348,0.07407407462596893
71.0,66.0,38.0,81.0,59.0,0.8594641793786564,0.14074073731899261
83.0,84.0,68.0,26.0,41.0,0.9484338172678181,0.07407407462596893
59.0,32.0,15.0,23.0,87.0,1.096038803807432,0.0
79.0,44.0,22.0,17.0,95.0,1.0982034250035313,0.0
13.0,81.0,36.0,46.0,83.0,0.6678829907333563,0.3629629611968994
23.0,76.0,5.0,60.0,30.0,0.6086619997559741,0.29629629850387573
50.0,62.0,28.0,73.0,93.0,0.6852908425478611,0.2222222238779068
76.0,33.0,66.0,94.0,49.0,0.9833704919270009,0.07407407462596893
40.0,45.0,39.0,38.0,74.0,0.720489246054411,0.2222222238779068
47.0,60.0,73.0,54.0,58.0,0.6526387375125047,0.2518518567085266
33.0,15.0,55.0,16.0,23.0,1.0816653826391966,0.0
4.0,17.0,64.0,28.0,44.0,0.6298114892425685,0.3481481373310089
42.0,66.0,10.0,12.0,69.0,0.8313179885983204,0.17777778208255768
32.0,2.0,14.0,28.0,41.0,1.1006975446996283,0.0
18.0,62.0,9.0,78.0,86.0,0.5604477573153428,0.35555556416511536
65.0,32.0,45.0,79.0,5.0,1.0013355561133086,0.07407407462596893
84.0,35.0,66.0,46.0,35.0,1.0752632371549529,0.0
11.0,48.0,49.0,83.0,26.0,0.6358814062746763,0.32592591643333435
1.0,64.0,56.0,88.0,52.0,0.5625608825000257,0.34074074029922485
16.0,64.0,40.0,37.0,3.0,0.5998156189306945,0.3037036955356598
8.0,41.0,84.0,80.0,28.0,0.5980467638628428,0.32592591643333435
30.0,93.0,84.0,8.0,10.0,0.6421260924399427,0.29629629850387573
6.0,6.0,1.0,28.0,15.0,0.5969798661216849,0.2518518567085266
30.0,94.0,90.0,35.0,94.0,0.5783671829104072,0.29629629850387573
27.0,80.0,62.0,8.0,90.0,0.6123365942214225,0.29629629850387573
0.0,30.0,2.0,48.0,27.0,0.5846117903230577,0.9481481313705444
79.0,10.0,62.0,65.0,89.0,1.0497385833042776,0.0
31.0,92.0,83.0,17.0,46.0,0.682739297600958,0.29629629850387573
86.0,11.0,41.0,62.0,77.0,1.0670830459031917,0.0
62.0,17.0,9.0,77.0,24.0,1.0747931989476849,0.0
97.0,8.0,53.0,15.0,27.0,1.0822128068825112,0.0
66.0,94.0,31.0,64.0,75.0,0.6704111518010745,0.2222222238779068
70.0,28.0,77.0,16.0,3.0,1.0883901534220444,0.0
84.0,2.0,13.0,68.0,53.0,1.0957013165647298,0.0
53.0,94.0,79.0,16.0,57.0,0.6476389419539038,0.2888889014720917
14.0,78.0,6.0,3.0,52.0,0.6061341563520661,0.3629629611968994
23.0,26.0,51.0,26.0,36.0,0.6581081140936501,0.28148147463798523
59.0,50.0,76.0,58.0,92.0,0.7670274732654828,0.21481481194496155
35.0,19.0,3.0,16.0,18.0,1.060101643030728,0.0
15.0,29.0,93.0,70.0,78.0,0.6539164499470934,0.32592591643333435
27.0,11.0,14.0,44.0,13.0,0.9865941092537142,0.07407407462596893
78.0,12.0,86.0,75.0,82.0,1.103919401111035,0.0
28.0,67.0,78.0,42.0,3.0,0.6660346447596995,0.29629629850387573
84.0,46.0,45.0,89.0,89.0,0.9552296098463141,0.07407407462596893
46.0,13.0,64.0,41.0,92.0,1.0407137005744074,0.03703703731298447
49.0,50.0,76.0,66.0,68.0,0.6062039197619659,0.2518518567085266
29.0,4.0,83.0,66.0,60.0,0.6930334743229364,0.21481481194496155
45.0,78.0,99.0,61.0,32.0,0.5648383199160296,0.2888889014720917
86.0,66.0,99.0,81.0,53.0,0.9031941469972313,0.10370370000600815
97.0,11.0,69.0,62.0,32.0,1.1122750738913463,0.0
19.0,76.0,71.0,88.0,48.0,0.6565330060036305,0.29629629850387573
32.0,49.0,93.0,36.0,99.0,0.5557248509391038,0.29629629850387573
56.0,26.0,7.0,31.0,48.0,1.108150598145572,0.0
2.0,82.0,22.0,40.0,51.0,0.5326702010436907,0.385185182094574
55.0,85.0,71.0,54.0,28.0,0.5673309516283402,0.25925925374031067
6.0,24.0,51.0,26.0,1.0,0.6518433755378573,0.34074074029922485
6.0,6.0,4.0,62.0,97.0,0.5668662862840353,0.28148147463798523
62.0,41.0,81.0,85.0,50.0,0.6493220387551581,0.21481481194496155
71.0,59.0,41.0,71.0,85.0,0.8293028265529937,0.14074073731899261
85.0,57.0,39.0,75.0,29.0,0.9708924444621371,0.07407407462596893
62.0,55.0,13.0,97.0,50.0,0.7894881872754743,0.17777778208255768
63.0,13.0,94.0,24.0,58.0,1.0842659790354965,0.0
55.0,36.0,39.0,67.0,62.0,0.9623123277175505,0.07407407462596893
99.0,28.0,41.0,91.0,77.0,1.0814031211741297,0.0
58.0,67.0,28.0,24.0,89.0,0.8852976451262269,0.10370370000600815
98.0,8.0,82.0,12.0,11.0,1.0603859150415333,0.0
51.0,52.0,56.0,28.0,84.0,0.9042966801075327,0.10370370000600815
30.0,73.0,4.0,85.0,17.0,0.5856402656698855,0.29629629850387573
27.0,32.0,65.0,80.0,80.0,0.5950111867585832,0.2888889014720917
71.0,1.0,37.0,76.0,47.0,1.0703506991343403,0.0
73.0,73.0,67.0,91.0,86.0,0.6222937033181596,0.2222222238779068
90.0,87.0,29.0,62.0,96.0,0.9640703854955541,0.07407407462596893
58.0,99.0,23.0,17.0,97.0,0.7380751140188216,0.22962963581085205
99.0,67.0,47.0,86.0,18.0,0.9889461374797333,0.07407407462596893
83.0,93.0,39.0,57.0,84.0,0.8560179811513193,0.14074073731899261
88.0,34.0,60.0,83.0,21.0,1.0756425616417493,0.0
30.0,31.0,81.0,20.0,8.0,0.7068361195604153,0.2222222238779068
32.0,18.0,21.0,50.0,37.0,0.7772339871855419,0.14074073731899261
93.0,91.0,39.0,38.0,11.0,0.9145363375795545,0.07407407462596893
57.0,66.0,44.0,68.0,78.0,0.7232301624883913,0.2222222238779068
82.0,69.0,49.0,86.0,77.0,0.8255417067818733,0.14074073731899261
75.0,53.0,93.0,6.0,74.0,1.0843872122044007,0.0
52.0,1.0,22.0,11.0,62.0,1.1392679846480704,0.0
56.0,7.0,1.0,69.0,38.0,1.1290115282584627,0.0
14.0,81.0,46.0,91.0,64.0,0.6719505014627082,0.3629629611968994
32.0,23.0,90.0,59.0,37.0,0.7080789505177242,0.25925925374031067
50.0,27.0,48.0,76.0,48.0,0.7920926701770507,0.14074073731899261
67.0,55.0,32.0,56.0,78.0,1.0065018827084387,0.07407407462596893
85.0,54.0,13.0,14.0,35.0,1.1163203244430586,0.0
69.0,42.0,73.0,65.0,53.0,0.9357253919888963,0.07407407462596893
36.0,58.0,59.0,97.0,68.0,0.6124078097988707,0.29629629850387573
74.0,70.0,97.0,9.0,65.0,0.9462144746668186,0.07407407462596893
74.0,99.0,32.0,55.0,15.0,0.661222470943151,0.2222222238779068
9.0,55.0,42.0,60.0,95.0,0.5912303141917344,0.3481481373310089
74.0,97.0,17.0,26.0,73.0,0.7756565309480817,0.14074073731899261
57.0,39.0,15.0,10.0,94.0,1.0720838692062706,0.0
84.0,59.0,75.0,14.0,43.0,1.0737305031301139,0.0
80.0,45.0,28.0,28.0,8.0,1.1008069215091922,0.0
40.0,61.0,58.0,62.0,24.0,0.6025431033054978,0.2888889014720917
20.0,41.0,40.0,41.0,26.0,0.6259663322683663,0.29629629850387573
97.0,78.0,43.0,44.0,75.0,1.073755367208848,0.0
31.0,72.0,21.0,61.0,52.0,0.5513541566956208,0.29629629850387573
42.0,83.0,47.0,0.0,75.0,0.5427730457155282,0.2888889014720917
80.0,11.0,30.0,28.0,42.0,1.0647654257399641,0.0
17.0,91.0,56.0,55.0,85.0,0.577720543198782,0.3185185194015503
13.0,21.0,32.0,59.0,31.0,0.5846666050695597,0.29629629850387573
61.0,48.0,3.0,21.0,10.0,1.074306150701841,0.0
72.0,52.0,39.0,74.0,6.0,0.9711954591681016,0.07407407462596893
33.0,71.0,44.0,71.0,77.0,0.6231305919561845,0.29629629850387573
72.0,5.0,91.0,1.0,5.0,1.1055975678775396,0.0
61.0,85.0,93.0,13.0,1.0,0.6290246852231347,0.25925925374031067
88.0,35.0,91.0,96.0,70.0,0.9391666146834508,0.07407407462596893
7.0,74.0,98.0,24.0,47.0,0.611422463695546,0.3333333432674408
29.0,53.0,35.0,42.0,19.0,0.7352456370464868,0.29629629850387573
78.0,25.0,47.0,85.0,74.0,1.1007785651370436,0.0
50.0,75.0,79.0,96.0,38.0,0.5839531099650793,0.2888889014720917
95.0,15.0,81.0,17.0,20.0,1.1112927338174465,0.0
51.0,73.0,47.0,87.0,69.0,0.6249444213788419,0.25925925374031067
23.0,9.0,98.0,16.0,50.0,0.6673905429938333,0.2222222238779068
78.0,88.0,90.0,58.0,29.0,0.7162836461843846,0.21481481194496155
87.0,29.0,10.0,39.0,34.0,1.0967227593792308,0.0
25.0,94.0,56.0,44.0,56.0,0.587783367515272,0.29629629850387573
41.0,30.0,82.0,24.0,67.0,0.737614929872612,0.18518517911434174
97.0,94.0,24.0,7.0,67.0,1.1066182695448141,0.0
51.0,67.0,16.0,15.0,72.0,0.7898821816289895,0.14074073731899261
85.0,84.0,10.0,9.0,90.0,1.073919705309778,0.0
31.0,65.0,21.0,61.0,13.0,0.5581755262324577,0.29629629850387573
40.0,5.0,46.0,21.0,8.0,1.1434975812937815,0.0
90.0,94.0,35.0,54.0,58.0,0.9200554738728006,0.07407407462596893
99.0,81.0,39.0,83.0,95.0,0.9744639181247549,0.07407407462596893
68.0,82.0,94.0,81.0,76.0,0.5997746658372572,0.25925925374031067
61.0,69.0,43.0,97.0,22.0,0.6967059535484059,0.2222222238779068
90.0,21.0,27.0,54.0,14.0,1.0982021249120204,0.0
34.0,13.0,21.0,49.0,71.0,0.9399243004939458,0.07407407462596893
89.0,13.0,40.0,73.0,80.0,1.0903410163536593,0.0
47.0,64.0,34.0,80.0,47.0,0.6960868207370264,0.2518518567085266
15.0,62.0,49.0,65.0,28.0,0.6181853699162811,0.29629629850387573
80.0,38.0,73.0,98.0,5.0,0.9570269734172285,0.07407407462596893
7.0,29.0,29.0,33.0,48.0,0.6361133774926595,0.3037036955356598
82.0,13.0,31.0,53.0,30.0,1.069466554363772,0.0
64.0,32.0,89.0,77.0,36.0,0.941145682580998,0.10370370000600815
94.0,18.0,22.0,67.0,76.0,1.0683129644958822,0.0
77.0,21.0,61.0,32.0,42.0,1.126050704574615,0.0
87.0,26.0,99.0,32.0,57.0,1.1085475192472178,0.0
11.0,92.0,97.0,78.0,22.0,0.6149124396143278,0.32592591643333435
40.0,40.0,42.0,72.0,78.0,0.6163179954848126,0.24444444477558136
11.0,53.0,77.0,22.0,2.0,0.5622496251404716,0.31111112236976624
26.0,73.0,74.0,74.0,5.0,0.5961769084023308,0.29629629850387573
90.0,59.0,79.0,18.0,41.0,1.1202733237102294,0.0
76.0,5.0,24.0,20.0,21.0,1.0595297400326311,0.0
34.0,17.0,69.0,14.0,54.0,0.9675707742058545,0.07407407462596893
66.0,43.0,46.0,82.0,41.0,0.9861635229380623,0.07407407462596893
78.0,40.0,25.0,43.0,73.0,1.0896174736288728,0.0
15.0,90.0,3.0,78.0,22.0,0.5250736037191704,0.3629629611968994
16.0,9.0,76.0,58.0,98.0,0.5900687592207293,0.34074074029922485
36.0,92.0,70.0,51.0,12.0,0.5772890797484862,0.29629629850387573
29.0,77.0,8.0,24.0,82.0,0.5638946087910207,0.29629629850387573
53.0,23.0,41.0,31.0,31.0,1.088978975726589,0.0
35.0,0.0,76.0,56.0,54.0,0.9844112475607721,0.0962962955236435
72.0,66.0,1.0,82.0,89.0,0.8900142722644535,0.1111111119389534
64.0,43.0,75.0,74.0,50.0,0.8440437077532871,0.10370370000600815
95.0,9.0,82.0,77.0,19.0,1.117520965485843,0.0
58.0,67.0,34.0,91.0,32.0,0.6704099411246067,0.2222222238779068
9.0,70.0,41.0,51.0,93.0,0.5443077860057589,0.3777777850627899
30.0,46.0,48.0,9.0,72.0,0.5735914082013986,0.28148147463798523
65.0,38.0,21.0,46.0,26.0,1.0746886343220312,0.0
77.0,83.0,80.0,42.0,69.0,0.9204634478516864,0.10370370000600815
55.0,15.0,42.0,69.0,1.0,1.121960171309001,0.03703703731298447
13.0,63.0,50.0,60.0,18.0,0.5590486806350317,0.34074074029922485
28.0,26.0,85.0,17.0,43.0,0.6619691562929496,0.2222222238779068
63.0,98.0,3.0,95.0,25.0,0.6721230330126513,0.22962963581085205
49.0,16.0,49.0,44.0,91.0,1.1047771427604642,0.0
64.0,50.0,40.0,36.0,87.0,1.0729838185612055,0.03703703731298447
0.0,76.0,87.0,17.0,12.0,0.5813936609400028,0.9481481313705444
65.0,20.0,23.0,37.0,29.0,1.0650627541429143,0.0
34.0,99.0,35.0,25.0,32.0,0.597698106720834,0.29629629850387573
14.0,53.0,15.0,96.0,47.0,0.6352478910201625,0.34074074029922485
59.0,49.0,50.0,60.0,53.0,0.9642586061448398,0.14074073731899261
32.0,56.0,14.0,74.0,88.0,0.6834582818197816,0.25925925374031067
52.0,78.0,26.0,23.0,66.0,0.6459582550366462,0.2222222238779068
50.0,53.0,65.0,39.0,7.0,0.7339639973549463,0.21481481194496155
84.0,49.0,27.0,21.0,96.0,1.110828735538923,0.0
12.0,47.0,86.0,63.0,31.0,0.6748200703265128,0.34074074029922485
85.0,91.0,72.0,55.0,24.0,0.8786128849165744,0.14074073731899261
75.0,13.0,37.0,38.0,13.0,1.102031512928864,0.0
44.0,90.0,91.0,17.0,86.0,0.5287804328254978,0.2888889014720917
70.0,55.0,30.0,0.0,11.0,1.067094174454655,0.0
76.0,16.0,81.0,10.0,74.0,1.0774168664323631,0.0
75.0,92.0,50.0,28.0,88.0,0.910174181928639,0.10370370000600815
69.0,62.0,16.0,2.0,44.0,1.102977030755391,0.0
25.0,39.0,36.0,47.0,51.0,0.585997086514728,0.2888889014720917
71.0,74.0,66.0,49.0,93.0,0.8530627155582821,0.14074073731899261
38.0,69.0,60.0,44.0,82.0,0.582416470715125,0.2888889014720917
82.0,80.0,59.0,20.0,95.0,0.9492557157064767,0.07407407462596893
19.0,65.0,93.0,42.0,37.0,0.6193588064481212,0.3037036955356598
68.0,90.0,40.0,12.0,4.0,0.9043927389930351,0.10370370000600815
41.0,7.0,15.0,83.0,32.0,0.874740326079272,0.1111111119389534
57.0,70.0,42.0,28.0,91.0,0.821029425890531,0.14074073731899261
49.0,80.0,41.0,29.0,40.0,0.6841496118425859,0.2518518567085266
32.0,97.0,34.0,67.0,47.0,0.6186788114411852,0.29629629850387573
36.0,65.0,67.0,76.0,83.0,0.6277802569002884,0.29629629850387573
80.0,74.0,48.0,28.0,8.0,0.9970296636198275,0.03703703731298447
0.0,82.0,52.0,29.0,13.0,0.5411695238482909,0.9481481313705444
64.0,92.0,70.0,28.0,66.0,0.6836652018098079,0.2222222238779068
44.0,8.0,86.0,39.0,47.0,1.0374357094628874,0.03703703731298447
75.0,35.0,44.0,56.0,41.0,1.0823000793523976,0.0
58.0,99.0,7.0,86.0,63.0,0.672536717212606,0.2370370328426361
60.0,25.0,54.0,15.0,8.0,1.1071856725145743,0.0
36.0,93.0,6.0,11.0,50.0,0.6128145013969689,0.29629629850387573
58.0,20.0,25.0,9.0,20.0,1.1149321438240969,0.0
22.0,2.0,13.0,23.0,67.0,1.1082294592437503,0.0
36.0,2.0,89.0,15.0,55.0,1.133898565520993,0.0
98.0,2.0,72.0,18.0,77.0,1.1093420601468023,0.0
89.0,86.0,87.0,35.0,68.0,0.8867283830964888,0.10370370000600815
95.0,79.0,32.0,48.0,32.0,1.1288810240382334,0.0
21.0,24.0,23.0,83.0,18.0,0.6442307066326519,0.25925925374031067
47.0,16.0,16.0,97.0,0.0,0.8480568567848865,0.1111111119389534
7.0,51.0,48.0,89.0,82.0,0.6285216637861812,0.32592591643333435
45.0,59.0,79.0,19.0,79.0,0.654327938892328,0.25925925374031067
45.0,7.0,20.0,74.0,40.0,0.9954401330260294,0.03703703731298447
83.0,35.0,68.0,74.0,20.0,1.103443661465444,0.0
25.0,28.0,46.0,36.0,86.0,0.6499692305341395,0.2518518567085266
93.0,61.0,87.0,71.0,2.0,0.9840363175769669,0.07407407462596893
32.0,0.0,59.0,37.0,73.0,1.0365034488310532,0.03703703731298447
5.0,72.0,36.0,4.0,13.0,0.494137018006734,0.3777777850627899
55.0,70.0,38.0,21.0,97.0,0.8744195824452471,0.14074073731899261
98.0,23.0,63.0,68.0,20.0,1.0764432444643435,0.0
38.0,44.0,83.0,46.0,29.0,0.6258801819553635,0.28148147463798523
96.0,5.0,16.0,36.0,92.0,1.1304240401538486,0.0
9.0,86.0,84.0,85.0,30.0,0.6005586971968893,0.3185185194015503
24.0,18.0,69.0,84.0,23.0,0.6138450932264552,0.2888889014720917
93.0,57.0,5.0,38.0,4.0,1.0553432087899712,0.0
63.0,91.0,24.0,12.0,19.0,0.8607179013527649,0.17777778208255768
24.0,63.0,38.0,98.0,5.0,0.5504924720448433,0.29629629850387573
59.0,12.0,62.0,14.0,56.0,1.0813169066712915,0.0
85.0,86.0,56.0,52.0,97.0,0.8769622099776527,0.10370370000600815
68.0,87.0,12.0,35.0,64.0,0.7380920764522311,0.17777778208255768
52.0,62.0,63.0,8.0,59.0,0.8742231217588263,0.10370370000600815
29.0,50.0,31.0,28.0,76.0,0.6224279942157405,0.2888889014720917
7.0,3.0,60.0,81.0,96.0,0.6913123644376207,0.32592591643333435
18.0,39.0,96.0,77.0,91.0,0.4961969827230083,0.31111112236976624
82.0,24.0,35.0,10.0,43.0,1.0918694399857123,0.0
42.0,63.0,45.0,72.0,29.0,0.665465256211755,0.2518518567085266
46.0,12.0,30.0,93.0,41.0,0.8972222363857015,0.1111111119389534
90.0,10.0,72.0,20.0,85.0,1.106063119699643,0.0
60.0,93.0,23.0,15.0,20.0,0.7762872858714441,0.17777778208255768
70.0,97.0,42.0,96.0,26.0,0.7291979255214815,0.2370370328426361
47.0,24.0,83.0,43.0,32.0,0.8935530609082654,0.10370370000600815
91.0,14.0,60.0,93.0,55.0,1.0957816051625233,0.0
4.0,95.0,8.0,29.0,83.0,0.5868475015191718,0.3629629611968994
89.0,29.0,58.0,63.0,63.0,1.093704931044236,0.0
89.0,88.0,33.0,27.0,52.0,1.1009170491939646,0.0
59.0,67.0,66.0,62.0,91.0,0.6474270414789632,0.24444444477558136
31.0,55.0,6.0,99.0,82.0,0.6476444830917129,0.28148147463798523
93.0,22.0,40.0,61.0,3.0,1.0835714887452277,0.0
20.0,25.0,75.0,58.0,72.0,0.5861524952063212,0.2888889014720917
64.0,51.0,36.0,22.0,60.0,1.1188513882233437,0.0
59.0,78.0,7.0,44.0,30.0,0.790830358691891,0.17777778208255768
73.0,34.0,63.0,1.0,64.0,1.0594020357360299,0.0
68.0,30.0,46.0,28.0,63.0,1.0884721404420978,0.0
75.0,74.0,41.0,55.0,6.0,0.8675447978438705,0.10370370000600815
6.0,39.0,29.0,35.0,56.0,0.5453184195027388,0.3333333432674408
63.0,30.0,46.0,35.0,8.0,1.0660625939265795,0.0
42.0,25.0,90.0,86.0,66.0,0.6433665118630603,0.2518518567085266
59.0,39.0,91.0,81.0,14.0,0.6791158122557951,0.21481481194496155
3.0,9.0,57.0,61.0,62.0,0.6160610191214527,0.3333333432674408
8.0,66.0,79.0,14.0,78.0,0.5976456383942047,0.3333333432674408
27.0,97.0,54.0,78.0,88.0,0.5675468867941651,0.34074074029922485
18.0,34.0,68.0,77.0,75.0,0.5816715729057256,0.29629629850387573
78.0,20.0,95.0,88.0,74.0,1.0407705732075643,0.03703703731298447
99.0,96.0,34.0,70.0,87.0,0.9748898705823202,0.07407407462596893
82.0,94.0,17.0,29.0,58.0,0.9695235681277744,0.07407407462596893
33.0,92.0,81.0,43.0,20.0,0.5737097324805089,0.29629629850387573
61.0,15.0,16.0,20.0,53.0,1.1260320617740494,0.0
36.0,86.0,23.0,11.0,76.0,0.5894988160741268,0.29629629850387573
2.0,61.0,68.0,2.0,49.0,0.5653812929783572,0.35555556416511536
60.0,67.0,8.0,83.0,47.0,0.677213666716234,0.2222222238779068
23.0,29.0,66.0,69.0,31.0,0.5798941057753937,0.2888889014720917
7.0,48.0,63.0,78.0,68.0,0.5682875701483521,0.31111112236976624
